,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
30742,False,"{'id': 10713, 'name': 'Universal Soldier Collection', 'poster_path': '/vz9ym8LnmyvEAm4ms9PH8JUmUuQ.jpg', 'backdrop_path': '/bonZuSo9YE7LFHEFE8oLD3qv32o.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,10704,tt0186654,en,Universal Soldier II: Brothers in Arms,"The Universal Soldiers are used to smuggle diamonds for a CIA Director, but Luc Deveroux continues to cause him problems.",3.074653,/aQ5e8A6NJoKC25wOcgaBhkiLLcR.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1998-09-27,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Universal Soldier II: Brothers in Arms,False,3.7,8.0
26284,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,241982,tt1567385,fr,Un Mari de Trop,,0.164542,/1Sg1E7ITiEuyJwkXJP4zvDZMqjl.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]",2010-10-04,0.0,0.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,One Husband Too Many,False,5.5,4.0
11934,False,"{'id': 86797, 'name': 'Arn collection', 'poster_path': '/u0kbnJEC9w7amzPx0EZDv3NEyOG.jpg', 'backdrop_path': '/kRA2bnwEl2v5FaDwPQpnQyQtsZN.jpg'}",25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,13491,tt0837106,sv,Arn: Tempelriddaren,"Arn, the son of a high-ranking Swedish nobleman is educated in a monastery and sent to the Holy Land as a knight templar to do penance for a forbidden love.",7.294411,/fLglbtUCyMUaYPhxfXnkSvOo5N5.jpg,"[{'name': 'Danmarks Radio (DR)', 'id': 119}, {'name': 'Telepool', 'id': 823}, {'name': 'AMC Pictures', 'id': 2800}, {'name': 'TV4 Sweden', 'id': 2802}, {'name': 'SF Norge', 'id': 2888}, {'name': 'Molinare Studios', 'id': 4250}, {'name': 'Yleisradio (YLE)', 'id': 5975}, {'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'Juonifilmi', 'id': 9375}, {'name': 'TV2 Norge', 'id': 11682}, {'name': 'Film i Väst', 'id': 17513}, {'name': 'Soundchef Studios', 'id': 18843}, {'name': 'Arion Communications Ltd.', 'id': 22675}, {'name': 'Dagsljus Filmequipment', 'id': 22676}, {'name': 'Sheba Films', 'id': 24991}, {'name': 'Sandline Production', 'id': 24992}, {'name': 'Europa Film Sound Production', 'id': 24993}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2007-12-17,0.0,139.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,A Knight in the Holy Land. A Woman in the Frozen North. A War that Kept Them Apart.,Arn: The Knight Templar,False,6.4,78.0
41538,False,,0,"[{'id': 18, 'name': 'Drama'}]",http://pd-report.co.kr/,296633,tt4034414,ko,제보자,"Lee Jang-hwan receives widespread acclaim and media attention after successfully cloning human embryo stem cells. A TV news program PD, Yoon Min-cheol, receives a phone call from an anonymous source who says he has worked with Dr. Lee on the stem cell project. The source blows the whistle on Lee's work, revealing how Lee fabricated research results and engaged in unethical practices.",0.635799,/6QY2bL81qvHCpGvo9x9BfZZgAlV.jpg,"[{'name': '영화사 수박', 'id': 36633}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2014-10-02,0.0,113.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,The Whistleblower,False,7.6,8.0
31303,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",,37042,tt0064939,en,Satan's Sadists,"The ""Satans"" are a very cruel biker gang led by Anchor. The gang goes to a diner in the middle of nowhere in the California desert where they begin to terrorize Lew and his patrons and his waitress, Tracy. After a little killing, one of the patrons named Johnny manages to escape from the bikers into the desert. They need to reach a town before the Satans catch up to them and kill them.",0.732246,/A3lwzJhFlaa7WqHpzTKODTRWhLu.jpg,"[{'name': 'Independent International Pictures (I-I)', 'id': 4951}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-06-01,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Motorcycle maniacs on wheels,Satan's Sadists,False,3.2,6.0
761,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,14553,tt0117737,en,Stealing Beauty,"Lucy Harmon, an American teenager is arriving in the lush Tuscan countryside to be sculpted by a family friend who lives in a beautiful villa. Lucy visited there four years earlier and exchanged a kiss with an Italian boy with whom she hopes to become reacquainted.",6.418805,/tPSznZ6BybcVtZdrdApVi6lgfoM.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Recorded Picture Company (RPC)', 'id': 11561}, {'name': 'Jeremy Thomas Productions', 'id': 14698}, {'name': 'France 2 Cinéma', 'id': 15671}, {'name': 'Fiction Films', 'id': 20783}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1996-03-29,0.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The most beautiful place to be is in love.,Stealing Beauty,False,6.6,99.0
22388,False,,1800000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,211233,tt2088871,fi,Kaappari,Aarno Lamminparras hijacked an airplane with a gun in 1978. A true story.,0.474578,/dzcqwbgGwmcYDHfj2MLrcnEMXpv.jpg,[],[],2013-01-17,532269.0,93.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,,The Hijack That Went South,False,5.6,8.0
28722,False,,0,"[{'id': 18, 'name': 'Drama'}]",,325205,tt3720382,fi,Toiset tytöt,"Other Girls tells the story of four young girls nearing graduation, all of them struggling with various issues.",0.021594,/5QTCCWhaTyuQEWXaDgvB9kNAatp.jpg,"[{'name': 'Fisher King Production', 'id': 51065}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",2015-03-27,0.0,83.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,,Other Girls,False,0.0,0.0
43153,False,,0,"[{'id': 18, 'name': 'Drama'}]",,104376,tt0111817,ru,Замок,"Closely based on Franz Kafka's book ""Das Schloß"", the movie shares the same action on a land surveyor who is called to a village to do a job that no one seems to have ordered. Once there, he takes up the struggle against bureaucracy emanating from the castle.",0.69635,/eMqK2tObE73EqncGzpYrrK1kiyd.jpg,"[{'name': 'Centre National de la Cinématographie', 'id': 310}, {'name': 'Bioskop Film', 'id': 5982}, {'name': 'Lenfilm', 'id': 10845}, {'name': 'Orient Express', 'id': 12784}, {'name': 'Roskomkino', 'id': 12785}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",1994-01-01,0.0,120.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Castle,False,5.3,5.0
45307,False,,0,"[{'id': 9648, 'name': 'Mystery'}]",,168819,tt0268032,pl,Weiser,"The film is based on the well-known, translated into many languages novel of writer Pawel Huelle. It is imbued with nostalgia and the atmosphere of mystery story of a group of children, fascinated by the figure of a man named David Weiser.",0.433234,/5n1Y1URmbI2ZC7Vje4eHPdaGY1H.jpg,"[{'name': 'Zespół Filmowy TOR', 'id': 38}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",2001-01-18,0.0,95.0,"[{'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,Weiser,False,5.8,4.0
2845,False,,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,12220,tt0160916,en,The Story of Us,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,5.769957,/2e5VGxXshdFt9jfm6M4O7oUWPEi.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Castle Rock Entertainment', 'id': 97}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-10-13,58900031.0,95.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,The Story of Us,False,5.9,75.0
18930,False,,10000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",http://www.columbuscirclemovie.com/,92000,tt1465533,en,Columbus Circle,An heiress who's been shut inside her apartment building for nearly two decades is forced to confront her fears after one of her neighbors is killed and a detective arrives to begin the investigation.,4.456647,/r36QwMBXDEQEGVn5oGqX2IcpQ05.jpg,"[{'name': 'Blue Star Pictures', 'id': 2779}, {'name': 'Oxymoron Entertainment', 'id': 12357}, {'name': 'G4 Pictures', 'id': 52290}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-03-05,0.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,An apartment to die for.,Columbus Circle,False,5.9,79.0
7451,False,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,4923,tt0070948,en,Zardoz,"In the far future, a savage trained only to kill finds a way into the community of bored immortals that alone preserves humanity's achievements.",10.698934,/x4jEa65IzQu5MRbIyBtucd11B8e.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'John Boorman Productions', 'id': 55637}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}]",1974-02-06,0.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Into a world of eternal life, he brought the gift of death.",Zardoz,False,5.8,106.0
42881,False,,0,"[{'id': 35, 'name': 'Comedy'}]",http://www.moshekasher.com/,141803,tt2229301,en,Moshe Kasher: Live in Oakland,"Oakland-bred comic and best-selling author Moshe Kasher comes back to the Bay Area in this standup special. Back on his home turf, Kasher finds comedy in these uproarious stories about the people he's met -- and how they see him. Recorded live at the New Parish nightclub in January 2012.",0.121612,/3dTqQ8GuQPtqdG1Qk5yfoffJquQ.jpg,"[{'name': 'New Wave Entertainment', 'id': 2953}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-10-26,0.0,60.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Kasher in the Rye,Moshe Kasher: Live in Oakland,False,7.2,3.0
5520,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,12719,tt0099581,en,Flashback,"A hippie radical, Huey Walker has been a fugitive for decades, accused of a crime that he may not have committed. Finally apprehended, Walker is escorted to trial by uptight 20-something FBI agent John Buckner. While the two seem to be polar opposites, it turns out that Buckner may have more in common with Walker than is initially apparent, a point that is driven home when the pair faces off against a sinister small-town sheriff.",2.115753,/z90NcGoIwy3MPOAqELVtntAFuDN.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': '60/80 Productions', 'id': 55870}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-02-02,6488144.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A '60s radical. An uptight fed. It's gonna be a real trip!,Flashback,False,6.6,24.0
19747,False,,0,[],,119639,tt0119710,en,Mother Knows Best,"A woman urges her daughter to get married. And when her daughter does, she doesn't think that she made a good choice. So she goes out and hires a killer to kill her son-in-law.",0.449218,/kDWHxC0n4MSZra8SrGdiWbjJePv.jpg,[],[],1997-04-13,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Mother Knows Best,False,3.0,1.0
32828,False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://www.henamedmemalalamovie.com/,338928,tt3065132,en,He Named Me Malala,"A look at the events leading up to the Taliban's attack on the young Pakistani school girl, Malala Yousafzai, for speaking out on girls' education and the aftermath, including her speech to the United Nations.",2.20137,/yLVdKn3dgNX7mXCYPZg2Ydp0A4O.jpg,"[{'name': 'Participant Media', 'id': 6735}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}]","[{'iso_3166_1': 'AE', 'name': 'United Arab Emirates'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-09-12,2642899.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"One child, one teacher, one book and one pen can change the world.",He Named Me Malala,False,5.6,51.0
29030,False,"{'id': 96472, 'name': 'Brother Bear Collection', 'poster_path': '/pl2qWUqiYBSGErVm8an8BIkZaai.jpg', 'backdrop_path': '/3BzGz46K4DIH7Ut7KRe0u9bI1Gm.jpg'}",0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/brother-bear-2,10010,tt0465925,en,Brother Bear 2,"Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay.",10.861154,/msZSTfilEF6hw47HTuf5AeXAO8R.jpg,"[{'name': 'DisneyToon Studios', 'id': 5391}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2006-08-17,0.0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Brother Bear 2,False,6.3,318.0
39476,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,371865,tt4726636,fr,Ma loute,"Summer 1910. Several tourists have vanished while relaxing on the beautiful beaches of the Channel Coast. Infamous inspectors Machin and Malfoy soon gather that the epicenter of these mysterious disappearances must be Slack Bay, a unique site where the Slack river and the sea join only at high tide.",7.917157,/aQqvAfWauk54P63BS7iIpLOsB2o.jpg,"[{'name': 'Pallas Film', 'id': 789}, {'name': 'Filmförderungsanstalt (FFA)', 'id': 4247}, {'name': 'Canal+', 'id': 5358}, {'name': 'Arte France', 'id': 6111}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Memento Films Distribution', 'id': 6921}, {'name': '3B Productions', 'id': 7184}, {'name': 'Ciné+', 'id': 10611}, {'name': 'Memento Films International', 'id': 10949}, {'name': 'Scope Pictures', 'id': 11199}, {'name': 'Le Fresnoy Studio National des Arts Contemporains', 'id': 11687}, {'name': 'Mitteldeutsche Medienförderung (MDM)', 'id': 12346}, {'name': 'WDR / Arte', 'id': 12390}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Twenty Twenty Vision Filmproduktion GmbH', 'id': 32545}, {'name': 'Pictanovo Nord-Pas-de-Calais', 'id': 38038}, {'name': 'Cofinova 12', 'id': 78935}, {'name': 'Cinémage 10', 'id': 78936}, {'name': 'Soficinéma 12', 'id': 78937}, {'name': 'Région Hauts-de-France', 'id': 78938}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2016-05-13,112481.0,122.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Slack Bay,False,5.7,68.0
15713,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,55648,tt0011960,de,Die Bergkatze,"A charismatic lieutenant newly assigned to a remote fort is captured by a group of mountain bandits, thus setting in motion a madcap farce that is Lubitsch at his most unrestrained. A wonderfully anarchic and playfully subversive satire of military life from one of the great comedy filmmakers.",0.732999,/hLXmY608RTmCn5vpNYXxaFdfRr0.jpg,"[{'name': 'Projektions-AG Union (PAGU)', 'id': 12950}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1921-04-14,0.0,79.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,The Wildcat,False,6.3,3.0
35893,False,"{'id': 23616, 'name': 'Naruto Collection', 'poster_path': '/cmKBGxVSAykHsnCL27wX4PIjNZI.jpg', 'backdrop_path': '/prLI2SNNkd9wcQkFh9iWXzQtR5D.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",http://pierrot.jp/title/naruto/movie/,16907,tt0476680,ja,劇場版 NARUTO 大活劇! 雪姫忍法帖だってばよ!!,"Naruto is thrilled when he is sent on a mission to protect his favorite actress, Yukie Fujikaze, on the set of her new movie, The Adventures of Princess Gale. But when the crew ventures out to film in the icy, foreboding Land of Snow, Yukie mysteriously flees! Naruto and his squad set off to find her... unaware that three Snow Ninja lie in wait, with a sinister purpose that will force Yukie to face her hidden past!",4.616039,/imBsBkySpNJ4eXZxpRnbfSl2mwn.jpg,"[{'name': 'Bandai Visual Company (JAPAN)', 'id': 570}, {'name': 'Toho Company', 'id': 882}, {'name': 'Dentsu Inc.', 'id': 1778}, {'name': 'Aniplex', 'id': 2883}, {'name': 'Shueisha', 'id': 2918}, {'name': 'TV Tokyo', 'id': 3034}, {'name': 'Studio Pierrot', 'id': 3234}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2004-08-21,0.0,82.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Naruto the Movie: Ninja Clash in the Land of Snow,False,6.2,72.0
19093,False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://www.planetbboy.com/,18150,tt0770796,en,Planet B-Boy,"Think breakdancing died in the eighties? Think again. PLANET B-BOY is a feature-length, theatrical documentary that re-discovers one of the most incredible dance phenomena the world has ever seen. Originally known as ""B-boying"", breakdancing was an urban dance form that originated from the streets of New York City during the seventies.",0.156058,/we5NBEtVz8pjomYipwxPdbcTN91.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-03-21,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Planet B-Boy,False,6.4,4.0
33025,False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",,45492,tt0184925,ja,スケバン刑事 風間三姉妹の逆襲,"After the events of the previous film, the 17 years-old Sukeban Deka III, Yui Kazama, works for the Juvenile Security Bureau along with her older sisters Yuka and Yuma. This organization is led by politician Kuraudo Sekin, who fights juvenile crime in heavy-handed manners, to the extent to equip his student agents with triple-bladed yo-yo weapons. However, when Sekin's methods become too zealous, Yui quits the bureau and refuses to undertake undercover missions for them. It is soon discovered that Sekin's actual goal is to overthrow the Japanese government, and the Kazama sisters, along with a gang of young outcasts, have to stop him.",2.1e-05,/u8P46Ej9W32KGxr3DcBoN1akiGY.jpg,"[{'name': 'Toei Company, Ltd.', 'id': 22221}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1988-02-11,0.0,98.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Sukeban Deka the Movie 2: Counter-Attack from the Kazama Sisters,False,0.0,0.0
44779,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,99424,tt0090750,en,Blood Hook,"During a local fishing contest, people are being mysteriously dragged into the lake and killed by a giant fish hook. After a sufficient number of deaths, the killer is finally revealed.",0.111017,/550GCvhFlRLNACGK6LPHH9AHPLh.jpg,"[{'name': 'Spider Lake Films Ltd. Partnership (I)', 'id': 88086}, {'name': 'Golden Chargers', 'id': 88087}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-04-01,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Fishing Was Never Like This!,Blood Hook,False,5.0,3.0
3750,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,47434,tt0118018,en,Un divan à New York,"Dr. Henry Harriston is a successful psychoanalyst in New York City. When he is near a nervous breakdown, he arranges to change his flat with Beatrice Saulnier from France for a while. Both don't know each other and both find themselves deeply involved into the social settings of the other, because the decision to change their flats is made overnight. Could be the perfect amusement, but suddenly Henry finds himself beaten up by Beatrice' lover and Beatrice is considered to be Dr. Harriston's substitute by his clients...",0.479296,/92CVrPyiiXKOGdEldkb0FuVKPrU.jpg,"[{'name': 'M6 Films', 'id': 1115}, {'name': 'Les Films Balenciaga', 'id': 4236}, {'name': 'France 2 Cinéma', 'id': 15671}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-01,0.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,A Man... A Woman... A Dog... The perfect combination for romance...,A Couch in New York,False,5.6,8.0
6794,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,50314,tt0373175,en,My Architect,"World-famous architect Louis Kahn (Exeter Library, Salk Institute, Bangladeshi Capitol Building) had two illegitimate children with two different women outside of his marriage. Son Nathaniel always hoped that someday his father would come and live with him and his mother, but Kahn never left his wife. Instead, Kahn was found dead in a men's room in Penn Station when Nathaniel was only 11.",0.466477,/5WZtFYyt5ZJxmIcEji8o9PpA7Pv.jpg,[],[],2003-11-12,0.0,116.0,[],Rumored,,My Architect,False,7.0,8.0
7505,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,5521,tt0192023,en,Finder's Fee,After finding a wallet in the street tepper calls the owner in order to return it. After making the call he discovers that the lottery ticket inside is a $6 million winner. To add to things his friends are on their way over for their weekly poker night & the groups tradition is to bet their lottery ticket.,6.693644,/6c7FxFvcDmsQJLuRSxuyV6msa3K.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2001-01-01,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Finder's Fee,False,5.8,13.0
23333,False,,1400000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,19703,tt1280558,hi,अ वेडनसडे,"Mumbai, the financial capital of India, the city that never sleeps, the city of dreams, fast paced and ever changing, home to Bollywood! A City of beauty but also a city that got scarred! A city whose foundation is slowly crumbling beneath its façade of invincibility! 'A Wednesday!' tells the story of certain events that unfold between 2.P.M and 6 P.M on a particular Wednesday in this city.",3.143929,/5w5HpAXMRty6YBxx6GjPAk0CuMN.jpg,"[{'name': 'UTV Motion Pictures', 'id': 2320}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2008-09-05,3500000.0,103.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,A Wednesday!,False,7.0,61.0
39221,False,,0,"[{'id': 18, 'name': 'Drama'}]",,40946,tt0292513,en,Fixing Frank,"Frank (Miller) is a gay journalist who goes undercover at the urging of his therapist boyfriend Jonathan (Provenza) to write an exposé of Dr. Apsey (Butler). Apsey performs conversion therapy on gay male clients, a practice which Jonathan finds reprehensible. Frank quickly comes clean with Apsey but continues to meet with him under the pretense of interviewing him, but finds himself questioning himself, Jonathan and their six-year relationship.",0.073037,/79mbIPsUMnziKS82RGC48xLbleU.jpg,[],[],2002-01-01,0.0,0.0,[],Released,,Fixing Frank,False,6.0,2.0
743,False,,45000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",,9826,tt0117331,en,The Phantom,The 21st successor to the role of Bengalla's resident superhero must travel to New York to prevent a rich madman from obtaining three magic skulls that would give him the secret to ultimate power.,8.079541,/8k8RSMkmGR9Lp6FbKtithM3KIQb.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'The Ladd Company', 'id': 7965}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-06-06,17300889.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Slam Evil!,The Phantom,False,4.7,138.0
9593,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,42257,tt0073107,en,Hester Street,"Steven Keats plays a Russian emigre who prides himself on the way he's molded himself into a real Yankee in the USA, though the world he lives in, New York's Lower East Side in the late 19th century, is almost exclusively populated by other Jewish immigrants. When his wife (Carol Kane) finally arrives in the New World, however, she has a lot of assimilating to do. This causes the tension which drives the movie along, though it maintains a fairly light atmosphere most of the time.",0.528717,/52Y0yBsv1H3Pts3DOHeBDTOnJ0.jpg,"[{'name': 'Midwest Films', 'id': 31702}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1975-10-19,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'yi', 'name': ''}]",Released,,Hester Street,False,5.6,7.0
603,False,"{'id': 8917, 'name': 'Hellraiser Collection', 'poster_path': '/lIK0UgJsA18Z5I1PwpucXzgyF3A.jpg', 'backdrop_path': '/uaEUgCqB6lGkvM4Wy5blNwLJdfa.jpg'}",4000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,8766,tt0116514,en,Hellraiser: Bloodline,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions",5.263187,/gw8wzitvvPUX7pK6a56KPDbxFqB.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Trans Atlantic Entertainment', 'id': 15343}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-03-08,16675000.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"This year, the past, the present and the future will all meet at the crossroads of hell.",Hellraiser: Bloodline,False,4.9,111.0
24163,False,,0,"[{'id': 18, 'name': 'Drama'}]",,211879,tt3198484,en,Free Range/Ballaad Maailma Heakskiitmisest,The story of a promising young man with exciting career opportunities and a looming marital bliss.,0.489449,/yuPC7lueh5TjqfiePM2BWfFjhjt.jpg,"[{'name': 'Homeless Bob Production', 'id': 6144}]","[{'iso_3166_1': 'EE', 'name': 'Estonia'}]",2013-09-19,0.0,104.0,"[{'iso_639_1': 'et', 'name': 'Eesti'}]",Released,,Free Range/Ballad on Approving of the World,False,5.3,4.0
10055,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,14672,tt0291832,en,Crackerjack,"When dwindling membership and increasing overheads makes a local bowling club and prime candidate for a takeover, it's all hands on deck to save the club, in what turns into an epic battle where young meets old, greed meets good and people rise to the occasion in extraordinary circumstances.",0.111834,/f4Ij68fQynQGSaxYndTj9F4K6u.jpg,"[{'name': 'A Million Monkeys', 'id': 2944}, {'name': 'Melbourne Film Office', 'id': 2945}, {'name': 'Molloy Boy Productions', 'id': 2946}, {'name': 'Showtime Australia', 'id': 2948}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2002-07-11,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It’s on for young and old,Crackerjack,False,7.3,3.0
